response_id,university,question_type,true_label,predicted_label
R_1Lj7kApA0HZBbk4,MSU: Michigan State University,Q1,0,0
R_7n3eS8R3JNufIM9,MSU: Michigan State University,Q1,1,1
R_74CU3Z5JZJGvmti,MSU: Michigan State University,Q1,0,1
R_7CqCCDpVaP4efiM,MSU: Michigan State University,Q1,2,1
R_5TVqx5Bi4qr5453,MSU: Michigan State University,Q1,0,0
R_11KK5c1n91mQ1OY,MSU: Michigan State University,Q1,1,0
R_7fMJWn88hUi5j5q,MSU: Michigan State University,Q1,1,0
R_5NTkpJxt1rRPp8B,MSU: Michigan State University,Q1,0,0
R_16OmtmxGCTNgoNz,MSU: Michigan State University,Q1,1,1
R_5LwiP1Z1By0lC5d,MSU: Michigan State University,Q1,1,1
R_77dOfUsgqw4caYf,MSU: Michigan State University,Q1,1,1
R_7jexuvuGRktOJFO,MSU: Michigan State University,Q1,0,1
R_2O8sZ1t4U6eUfZM,MSU: Michigan State University,Q1,1,1
R_3GPDu7LWJjcN7Tb,MSU: Michigan State University,Q1,1,2
R_6yWbOlmdVi9ve5b,MSU: Michigan State University,Q1,1,0
R_5PkzvO3h0wUldoR,MSU: Michigan State University,Q1,1,0
R_6f10U7BrWKuuqpK,MSU: Michigan State University,Q1,1,0
R_2JPH3g8V5VlcQ6W,MSU: Michigan State University,Q1,2,2
R_1nT9DDVNmfFKBQB,MSU: Michigan State University,Q1,1,0
R_3jjtWvNbMzZMfli,MSU: Michigan State University,Q1,1,1
R_1lWkduRnUVxFUcT,MSU: Michigan State University,Q1,0,1
R_1NPNmt3pGPAnYQZ,MSU: Michigan State University,Q1,0,1
R_7Gv13ummxx7zPQp,MSU: Michigan State University,Q1,2,2
R_1WlM2sb66m6k0tb,MSU: Michigan State University,Q1,1,1
R_6HqGWGq61jTjHd7,MSU: Michigan State University,Q1,1,1
R_1llz9UsQ2G7EDIV,MSU: Michigan State University,Q1,2,1
R_5mXCflFxiH6u6Il,MSU: Michigan State University,Q1,1,1
R_3402BnXsFFRY5Rn,Other university:,Q1,1,1
R_3Q4bkAnLvTLe4j7,MSU: Michigan State University,Q1,0,0
R_5l3YEbaX8okSrkZ,MSU: Michigan State University,Q1,1,1
R_7jq9t33ETKSL0pw,,Q1,0,0
R_1eayBidtUgHQ51Z,,Q1,1,0
R_539PIMg9I0M4X4B,,Q1,1,1
R_7m1WQoGQ0JM3UsC,,Q1,1,0
R_5Cg4aHvsuoC1AyM,MSU: Michigan State University,Q1,2,1
R_1g5vFGo4S8whfJ5,MSU: Michigan State University,Q1,0,0
R_32M6D3RZffqwXQL,,Q1,1,0
R_5dHoJVCxHS6cQJa,MSU: Michigan State University,Q1,0,0
R_6e9RCcoEqadUo8Z,,Q1,1,1
R_7KFRVFP4xZ5upBT,,Q1,0,0
R_3zBikvBLvMZzDcl,MSU: Michigan State University,Q1,1,0
R_7Li0OhRdbnmVldw,MSU: Michigan State University,Q1,1,0
R_3ni7vrPjH1N54At,,Q1,1,0
R_69rYiXd9yPXJY5W,MSU: Michigan State University,Q1,0,0
R_67IIDiDUQcGwTlK,MSU: Michigan State University,Q1,1,1
R_7OMUCs2SBuEjXOx,,Q1,2,2
R_6tZSDtSYQcPHJTP,MSU: Michigan State University,Q1,0,0
R_7gdx8nIpnCw2LZJ,,Q1,2,2
R_6JDGMFSAbmkd8bm,MSU: Michigan State University,Q2,2,2
R_3fUfPMhZ25y4EmO,MSU: Michigan State University,Q2,2,2
R_31EZ04DJnQoOZtL,MSU: Michigan State University,Q2,2,2
R_5ix7Dgdw8mZrPQI,MSU: Michigan State University,Q2,2,2
R_32mgwK5dUNZrM0j,MSU: Michigan State University,Q2,2,2
R_3dngdXgpwmPhiMS,MSU: Michigan State University,Q2,0,0
R_3jD4tW9Chv7gXhT,MSU: Michigan State University,Q2,2,2
R_1RfwXG8IoBY4TMl,MSU: Michigan State University,Q2,1,2
R_5IR6vKxuKJAy4fD,MSU: Michigan State University,Q2,2,2
R_5I3Osqs5pN4l07V,MSU: Michigan State University,Q2,2,2
R_5g0aJNsaFAQ2RLC,MSU: Michigan State University,Q2,2,1
R_5hwGMHHP7D8rSjn,MSU: Michigan State University,Q2,1,1
R_7JXm2BmklIl3hCx,MSU: Michigan State University,Q2,2,2
R_1L1lvju9xMhWvkG,MSU: Michigan State University,Q2,2,2
R_5FIMRLiHHUApuSx,MSU: Michigan State University,Q2,0,0
R_1Q02NTBQfiQPLLv,MSU: Michigan State University,Q2,0,0
R_6WNDKhLb9PWVlRL,MSU: Michigan State University,Q2,0,0
R_1dqVuAHFbt8V4Sl,MSU: Michigan State University,Q2,2,2
R_63WEGB3zOE0d4J3,MSU: Michigan State University,Q2,2,2
R_3ROqoKb3j8QKGHy,MSU: Michigan State University,Q2,2,2
R_138DnNPyoaLvhRv,MSU: Michigan State University,Q2,1,1
R_51WVTjeJgxqdG1o,MSU: Michigan State University,Q2,2,2
R_3gNJLgPZqP1c2Ir,MSU: Michigan State University,Q2,2,2
R_7myFmUREgh644df,MSU: Michigan State University,Q2,2,2
R_1Qyf3YfJtu6Y0xF,MSU: Michigan State University,Q2,0,0
R_58rNQxb05guKLxD,MSU: Michigan State University,Q2,1,2
R_7DS1QopTVEWaVhx,MSU: Michigan State University,Q2,1,2
R_5Ft9zoBys4rbZEa,MSU: Michigan State University,Q2,2,2
R_62Er0fSuL5OF10T,MSU: Michigan State University,Q2,1,1
R_6Cz9s5yLi9RzqJH,MSU: Michigan State University,Q2,2,2
R_61n61LlfhRR3hy1,MSU: Michigan State University,Q2,1,2
R_8HvIPDAOP6BWB32,MSU: Michigan State University,Q2,2,2
R_5hSfSSuVue5T9yc,MSU: Michigan State University,Q2,1,2
R_1eWOpDXuaM6KUlo,MSU: Michigan State University,Q2,2,2
R_1shuWylWVuEwuT6,MSU: Michigan State University,Q2,2,2
R_7x1MtrKFx9k2dvb,MSU: Michigan State University,Q2,2,2
R_7RWFGXn3kHsM8cu,MSU: Michigan State University,Q2,2,2
R_7GIYsYK6Dq8bm9u,MSU: Michigan State University,Q2,2,2
R_7QivyI5WNrDehxO,MSU: Michigan State University,Q2,2,2
R_1krCUcWYo64vKhP,MSU: Michigan State University,Q2,2,2
R_7LOwQ1e5V6SdaLB,MSU: Michigan State University,Q2,2,2
R_3YycE1c75FadYRO,MSU: Michigan State University,Q2,0,0
R_3YlCz5rS8Ip3hhr,MSU: Michigan State University,Q2,2,2
R_5qOao6R8yga3vW1,MSU: Michigan State University,Q2,1,2
R_3Qb99pycyjfwsrx,MSU: Michigan State University,Q2,2,1
R_1ysyccor5vPwM34,MSU: Michigan State University,Q2,1,2
R_5x2d0RqcIVzfhjr,MSU: Michigan State University,Q2,1,2
R_51LtttmKtLzGEp3,MSU: Michigan State University,Q2,2,2
R_1dmMtIVeYnxQQSt,MSU: Michigan State University,Q2,2,2
R_54vMO6gnjYeJ2do,MSU: Michigan State University,Q2,1,2
R_1MPYBKBVzfgugnH,MSU: Michigan State University,Q2,1,2
R_5ROnCR00R1cZJdv,MSU: Michigan State University,Q2,1,2
R_6cingnDc2T0Lyj2,MSU: Michigan State University,Q2,2,2
R_18FCrN4fv70FAkh,MSU: Michigan State University,Q2,1,0
R_6aggYSOHgudaggd,MSU: Michigan State University,Q2,1,1
R_3wh4fXNyHCZOuFP,MSU: Michigan State University,Q2,2,2
R_7lQPRqlon8cyF69,MSU: Michigan State University,Q2,0,0
R_7bNS8tB9ewadUzS,MSU: Michigan State University,Q2,2,2
R_7e3rA4NNPFKaOOY,MSU: Michigan State University,Q2,0,1
R_5G1zSUSNcWMaWsM,MSU: Michigan State University,Q2,0,0
R_7lzcJatgGkGDzeV,MSU: Michigan State University,Q2,1,1
R_6Bt9ozEwo7Nxvy1,MSU: Michigan State University,Q2,2,2
R_71avrQtgFghNzdn,MSU: Michigan State University,Q2,2,1
R_7oDP6VqxP9Xecgx,MSU: Michigan State University,Q2,1,2
R_3zezhApjRU8FEwV,MSU: Michigan State University,Q2,1,2
R_5cjfgUUBwepPJpc,MSU: Michigan State University,Q2,1,2
R_6Yd2oQUSby0pGxP,MSU: Michigan State University,Q2,1,2
R_1oT2BZomdhJ0ObQ,MSU: Michigan State University,Q2,2,2
R_5oXSv7KAv1aXL5Y,MSU: Michigan State University,Q2,1,2
R_5UYGakvF4Dz3rVF,MSU: Michigan State University,Q2,1,2
R_1mDG9MlGKcCNYUV,MSU: Michigan State University,Q2,1,2
R_7R3gaHDJXBfUNk9,MSU: Michigan State University,Q2,1,1
R_7VO10yXIpg3hXkZ,MSU: Michigan State University,Q2,1,0
R_3SkI3eYTsfAdzPP,MSU: Michigan State University,Q2,0,0
R_5dL1Z2NnSPo7blP,MSU: Michigan State University,Q2,0,1
R_8q31Rtx6VbAgo6t,MSU: Michigan State University,Q2,0,1
R_37ztKLzI16YcmOZ,MSU: Michigan State University,Q2,0,0
R_7mqhDEvsTeSVbMy,MSU: Michigan State University,Q2,2,2
R_6WMtkbefIktybyk,MSU: Michigan State University,Q2,2,2
R_5kFeI7sV6MJvyZT,MSU: Michigan State University,Q2,1,1
R_1n9iZ055SRxGVSA,MSU: Michigan State University,Q2,2,1
R_10tNqZwtrLY44O7,MSU: Michigan State University,Q2,2,2
R_5nUzlSZm3P4bR7Y,MSU: Michigan State University,Q2,1,2
R_5NJ9VZw9U9lyD3k,MSU: Michigan State University,Q2,2,2
R_7tbUeJbN819T7BH,MSU: Michigan State University,Q2,2,2
R_5Sc7WcidVxdxQV4,UF: University of Florida,Q4,2,2
R_1VkaAi3FSeefSQj,UF: University of Florida,Q4,2,2
R_5lW7F1zDaLvP5HB,UF: University of Florida,Q4,0,0
R_5wAW5zhSI9ZO5Cu,UF: University of Florida,Q4,1,1
R_1y30PzPBISyrX7i,UF: University of Florida,Q4,1,1
R_6wMRIVQRArtXWvk,UF: University of Florida,Q4,2,2
R_7NRfKgo36Arcylz,UF: University of Florida,Q4,2,2
R_138th3Ce40TRBJY,UF: University of Florida,Q4,2,2
R_7rqSo8tzZeC0fba,UF: University of Florida,Q4,0,1
R_1dlJ9Wt3BWBXfHd,UF: University of Florida,Q4,1,1
R_7CI8GSfrcWXm22W,UF: University of Florida,Q4,2,2
R_2abiHkjgNrZi9Cp,UF: University of Florida,Q4,1,0
R_7rHwAdLiCjjU1T7,UF: University of Florida,Q4,0,0
R_6oplSmrv61yszVn,UF: University of Florida,Q4,0,0
R_6CQxtOdd6WmlnEL,UF: University of Florida,Q4,0,0
R_6Ei4xkIg59sRoKg,UF: University of Florida,Q4,0,0
R_17eVAviwMLR1HZ3,UF: University of Florida,Q4,1,2
R_5zjGuipnC0x1j0Z,UF: University of Florida,Q4,2,2
R_3JhidioczXyANCV,UF: University of Florida,Q4,2,2
R_62sOS2eT2geNDKw,UF: University of Florida,Q4,1,1
R_1hSYfJR1FpoFjqH,ISU: Iowa State University,Q4,1,2
R_1fDxFRsubmvoKcS,MSU: Michigan State University,Q4,0,0
R_1Kw7iggLXn5fFsf,MSU: Michigan State University,Q4,2,1
R_5w68hXkYSf5fVRe,MSU: Michigan State University,Q4,0,0
R_5Sq6EZsfxxIcz12,MSU: Michigan State University,Q4,0,1
R_1VD8PrgpvwtUOD7,MSU: Michigan State University,Q4,0,0
R_3Gqxlt6wO0VxfVd,MSU: Michigan State University,Q4,0,0
R_5PoOPMxUfv9yQyC,MSU: Michigan State University,Q4,0,0
R_1t523P7I35ML2hD,MSU: Michigan State University,Q4,0,0
R_5EiIRExQ1kyqPrk,MSU: Michigan State University,Q4,2,2
R_5P5H5lz9SFCKUKx,MSU: Michigan State University,Q4,0,1
R_3KuVPHtRKp2GdAE,MSU: Michigan State University,Q4,0,0
R_2syOsFnC6Vipuut,MSU: Michigan State University,Q4,0,1
R_3VxW1LpHLO96vc0,MSU: Michigan State University,Q4,0,0
R_1mefenPVuBQR2cT,MSU: Michigan State University,Q4,0,2
R_3cRPtcAtLXHcfrw,MSU: Michigan State University,Q4,0,0
R_3KuvErbnFg5T6Lr,MSU: Michigan State University,Q4,0,0
R_3QhKYD6gT48cfTE,MSU: Michigan State University,Q4,1,1
R_7ZKTFh95nTKyrSk,MSU: Michigan State University,Q4,2,2
R_7NIAb3AUpVrJ34u,MSU: Michigan State University,Q4,0,1
R_3Pp8XtecBeq9cBN,MSU: Michigan State University,Q4,0,0
R_78TzGSEEr1T3H8U,ISU: Iowa State University,Q4,2,2
R_1r9ssNGGMVT7Zii,ISU: Iowa State University,Q4,0,0
R_3EiooPlrwIQuxy6,ISU: Iowa State University,Q4,0,0
R_6QCbTfnOZcaJLMZ,ISU: Iowa State University,Q4,0,0
R_7ub5lj1dqyFvt3b,ISU: Iowa State University,Q4,0,0
R_7dtQpyFpUYv86GH,ISU: Iowa State University,Q4,0,0
R_6Nybqf8kCA1W3Tl,ISU: Iowa State University,Q4,0,0
R_3uxnnx3hfoemMF9,ISU: Iowa State University,Q4,0,1
R_5PYpUmDYRayNl61,ISU: Iowa State University,Q6,2,1
R_33Su9vhR0mOTfOh,ISU: Iowa State University,Q6,2,1
R_3nSLOBTD2Or9sJk,ISU: Iowa State University,Q6,2,2
R_6od82oDyURxou9Y,ISU: Iowa State University,Q6,2,1
R_1gwILDZtledHSGl,ISU: Iowa State University,Q6,2,2
R_1b1xs56eswvzUB5,ISU: Iowa State University,Q6,0,0
R_548kf8qQ5UeKNlO,ISU: Iowa State University,Q6,2,1
R_62XWBk40ZgppBiD,ISU: Iowa State University,Q6,2,2
R_1VCLxBgJkn2SZ8y,ISU: Iowa State University,Q6,2,1
R_7Io8oP4Swd7A6U1,ISU: Iowa State University,Q6,0,0
R_71hAviR0x3IE67u,ISU: Iowa State University,Q6,2,1
R_66uEJFefjbdQbm1,ISU: Iowa State University,Q6,1,0
R_6ydPdk5g4vs56G6,UF: University of Florida,Q4,1,2
R_3m2bBCYRRPbJ8w9,UF: University of Florida,Q4,1,2
R_1FJYvwNgOfMbbuN,UF: University of Florida,Q4,2,2
R_1jjDR2YLRBhzK6W,UF: University of Florida,Q4,0,1
R_72AcckWwESOYblL,UF: University of Florida,Q4,2,2
R_1eXkguvyEvJDqru,UF: University of Florida,Q4,1,2
R_5tSfqhWEvzRR5Lj,UF: University of Florida,Q4,1,2
R_6znzuEL3eXkwaNA,UF: University of Florida,Q4,0,1
R_7PDOoDAFPim5wVb,UF: University of Florida,Q4,1,2
R_5NJw0kY4lTZRd6J,UF: University of Florida,Q4,0,1
R_1CTuvwbpHiYWNoa,UF: University of Florida,Q4,0,1
R_5eZ4CXM3OJZwS6l,UF: University of Florida,Q4,0,1
R_7luC4e753yVcePv,UF: University of Florida,Q4,1,2
R_6urD4xTgJ4LDby9,UF: University of Florida,Q4,1,1
R_5LglKmHhbUZjyU1,UF: University of Florida,Q4,0,1
R_7wxKyfbNFheHn0d,Other university:,Q4,0,1
R_6nUCVNHwGh6HgyT,UF: University of Florida,Q4,1,2
R_7oT6mOHFkkUlmCX,UF: University of Florida,Q4,1,1
R_6P1WOpvRjYpdHmX,UF: University of Florida,Q4,0,1
R_35HiYdTcrkGde2o,UF: University of Florida,Q4,1,2
R_1njdZ4DQHBeRmZr,UF: University of Florida,Q4,0,2
R_7xMTwlTuYHEciat,UF: University of Florida,Q4,1,2
R_6Cpvl1U8CUfGJtU,UF: University of Florida,Q4,0,1
R_3w8uNYwsIjGtujD,UF: University of Florida,Q4,1,2
R_7g0n0bGevWxssaa,UF: University of Florida,Q4,1,1
R_1PMrZ0odqfY5c1d,UF: University of Florida,Q4,1,1
R_7lRD3hZuiNJMvmh,UF: University of Florida,Q4,0,1
R_7KxvrVWhTJRQhTR,UF: University of Florida,Q4,0,1
R_7rTtq3yCoBstyMK,UF: University of Florida,Q4,1,1
R_3CJYWhaSKmxiHrw,UF: University of Florida,Q4,1,2
R_1i41ZAvDh5cnNrr,UF: University of Florida,Q4,0,1
R_30jFK17JrpjvgbY,UF: University of Florida,Q4,1,2
R_74b73OF38E4lJMB,UF: University of Florida,Q4,1,2
R_7rCCqAaYeoMrhys,UF: University of Florida,Q4,1,2
R_3XjtC1iba9ijDNw,UF: University of Florida,Q4,1,1
R_10DjuuOgBLUUKA1,UF: University of Florida,Q4,1,2
R_6idzJSWcU2cEf0l,UF: University of Florida,Q4,0,1
R_6OpFRUoioBwfObQ,UF: University of Florida,Q4,0,1
R_3flMfWpCrECNdVl,UF: University of Florida,Q4,1,2
R_3r0WiuvHBE1pG8f,UF: University of Florida,Q4,0,0
R_7rZNne5es08unAI,UF: University of Florida,Q4,0,1
R_6gRz58RVb0ltsuR,UF: University of Florida,Q4,1,2
R_3qjoczGG8VnyufT,UF: University of Florida,Q4,0,2
R_6PE92SlJMSAXN6N,UF: University of Florida,Q4,1,2
R_1kYNQauHBGJgdrx,UF: University of Florida,Q4,1,2
R_52WSLieADmxaQgT,Other university:,Q4,0,0
R_6Qy7zxlXy7YmmLw,UF: University of Florida,Q4,0,1
R_7fa5LeNNl6lmm1D,UF: University of Florida,Q4,0,1
R_1cqWOGFJZsnLWil,UF: University of Florida,Q4,1,2
R_5LUWWDXHiex2kIs,UF: University of Florida,Q4,1,2
R_1Wn11rCWivxno0V,UF: University of Florida,Q4,1,1
R_6XbWFpho70SFtxa,UF: University of Florida,Q4,0,1
R_3eIANwqH9DabFw5,UF: University of Florida,Q4,1,1
R_1eJcx41mG80JQt3,UF: University of Florida,Q4,1,2
R_5jTGPnsxOJ2lNg2,UF: University of Florida,Q4,0,1
R_3Slb2liT6ZuZvf8,UF: University of Florida,Q4,0,1
R_1Vy8J4To76MINSp,UF: University of Florida,Q4,1,2
R_60TywvGQ1HYe6Rl,UF: University of Florida,Q4,1,1
R_5hOXV2RMzJuQfAZ,UF: University of Florida,Q4,0,1
R_7gT3KdkBDhPqHn2,UF: University of Florida,Q4,1,2
R_7j4bIuIe6Tmv9qp,UF: University of Florida,Q4,0,1
R_1anW3EzujyyPntR,UF: University of Florida,Q4,1,1
R_1nGICjeeOYOKHHj,UF: University of Florida,Q4,1,2
R_2AEDtXITFwDhsBS,UF: University of Florida,Q4,0,1
R_3QARhryOh37U2SA,UF: University of Florida,Q4,1,1
R_31acOu9xsj5JMzH,UF: University of Florida,Q4,1,1
R_1G0xY53SDinjSVc,UF: University of Florida,Q4,0,1
R_3FsnstQnSMtyV4s,UF: University of Florida,Q4,0,1
R_3mkPxTfC016iG8B,UF: University of Florida,Q4,1,2
R_1kgFDuDN5881paz,UF: University of Florida,Q4,0,0
R_3DJxLrVzgDLU2bf,UF: University of Florida,Q4,1,2
R_7C4jNP4Jv3MbNy9,UF: University of Florida,Q4,1,2
R_7ur7XHRlyT0AXM5,UF: University of Florida,Q4,0,1
R_6pSySxH5BzIb2ow,UF: University of Florida,Q4,0,1
R_7KDWDMeUnW0u4Hx,Other university:,Q4,0,1
R_6vZ0wJ3U3cEVxGN,UF: University of Florida,Q4,1,2
R_6EFT6DpSLhHZ00d,UF: University of Florida,Q4,1,2
R_1HcXxe24JBjeBvo,UF: University of Florida,Q4,1,1
R_6pVQkIBcBdxxCCt,UF: University of Florida,Q4,1,2
R_3Cx3L1DD9bjW7qs,UF: University of Florida,Q4,1,2
R_5SCYqoKEVohcwUa,UF: University of Florida,Q4,1,2
R_7xJGQxRviA8x6Bc,UF: University of Florida,Q4,1,2
R_1kFhgmfxp14f2cV,UF: University of Florida,Q4,1,2
R_13PNMLYykaBjQ9r,UF: University of Florida,Q4,1,2
R_1n9hm2TiLDSGRSt,UF: University of Florida,Q4,0,0
R_3eQ8eUIQPJvrOiR,UF: University of Florida,Q4,0,0
R_3BWQywseoSlUGgC,UF: University of Florida,Q4,2,2
R_1wMjBbFLrA0Gnmj,UF: University of Florida,Q4,2,2
R_1fk4V5aT9KskIdB,UF: University of Florida,Q4,0,0
R_6FPu5YzD5CtuHJR,UF: University of Florida,Q4,2,1
R_1OfxHYVMBIuYL16,UF: University of Florida,Q4,2,2
R_57BClUyMcbVTMul,UF: University of Florida,Q4,2,0
R_3zCLOyVIIkiMegZ,UF: University of Florida,Q4,0,0
R_1ziQtGrVtzBj0OV,UF: University of Florida,Q4,1,2
R_7l9pouek2YcKZON,UF: University of Florida,Q4,2,2
R_3YavVYuBQdSf6E1,UF: University of Florida,Q4,2,2
R_3rsMIuGvtuWsSsN,UF: University of Florida,Q4,0,0
R_6LG9PnMBKzqSPdk,UF: University of Florida,Q4,2,2
R_52WY9O19lBiBWpB,UF: University of Florida,Q4,2,1
R_1oSiIsqOpQMJcRP,UF: University of Florida,Q4,1,1
R_5pupjLAtPWsRL5p,UF: University of Florida,Q4,2,1
R_18UoxyQSiZmcUxa,UF: University of Florida,Q4,2,2
R_5CBWPjWrfTk5LdQ,UF: University of Florida,Q4,2,2
R_5NO0clWgYn7xs0a,UF: University of Florida,Q4,1,2
R_7AI3QAkpym40rvz,UF: University of Florida,Q4,0,0
R_7rKpZ7C61UY1JVn,UF: University of Florida,Q4,0,0
R_6gi3ew5vhzjpZEB,UF: University of Florida,Q4,2,2
R_5paCMaggz0sYhb3,UF: University of Florida,Q4,1,1
R_6ePfXn4p5mYNXfr,UF: University of Florida,Q4,0,0
R_7iqFUvQrRhsJIEt,UF: University of Florida,Q4,0,0
R_60NGa7izmCJuTWY,UF: University of Florida,Q4,1,1
R_72PUDfL0MdH5iYx,ISU: Iowa State University,Q4,0,0
R_3sgNLnQZFkPGFI9,ISU: Iowa State University,Q4,0,0
R_5cpV6wKZ7dvNupW,ISU: Iowa State University,Q4,1,1
R_7F9XN48EqpUkTWk,ISU: Iowa State University,Q4,0,0
R_1YmPjrVRDr5xHML,"UCSB: University of California, Santa Barbara",Q4,0,0
R_7jvKghKk29TrBp9,"UCSB: University of California, Santa Barbara",Q4,1,1
R_1PLh5ueUszBzouD,"UCSB: University of California, Santa Barbara",Q4,1,0
R_7rY4qm7yN3K5GZg,"UCSB: University of California, Santa Barbara",Q4,2,2
R_1sTRx9Q7QkdU8O4,"UCSB: University of California, Santa Barbara",Q4,1,1
R_55ydwSf7BG8EhZa,"UCSB: University of California, Santa Barbara",Q4,2,2
R_77lkNlE6WS33L8d,"UCSB: University of California, Santa Barbara",Q4,1,1
R_7NWHRmF42Sgzb1S,"UCSB: University of California, Santa Barbara",Q4,1,1
R_1nZxb4U9RL8I1l5,"UCSB: University of California, Santa Barbara",Q4,2,2
R_1McBjnwg7ahlPtH,"UCSB: University of California, Santa Barbara",Q4,1,1
R_7G2tSbDHU4cmKtD,MSU: Michigan State University,Q4,0,0
R_3INqaB64CTI4BK6,MSU: Michigan State University,Q4,1,1
R_62chwJC8vepv1zh,MSU: Michigan State University,Q4,0,0
R_5RTSizdGBYZWQcp,MSU: Michigan State University,Q4,1,2
R_3UYEYB6sqll4VR2,MSU: Michigan State University,Q4,2,2
R_13rb0UZBCfl43Kh,MSU: Michigan State University,Q4,1,1
R_1zKqpppmgCydqSt,MSU: Michigan State University,Q4,1,1
R_62zXrbwGDlx3LHH,MSU: Michigan State University,Q4,0,0
R_1B8ceQOOUD5mVgd,MSU: Michigan State University,Q4,0,1
R_2wN6mowzZG4heJn,MSU: Michigan State University,Q1,2,1
R_xls9F5vX3dG0pEJ,MSU: Michigan State University,Q1,0,0
R_3Mum1K2hLpp2e7J,MSU: Michigan State University,Q1,1,0
R_RlUhJOU5dCcKB6F,MSU: Michigan State University,Q1,0,0
R_XNwFaAxEleMgLnP,MSU: Michigan State University,Q1,0,0
R_zfgLVGV9qAZVxuN,MSU: Michigan State University,Q1,0,0
R_41nImkUsbSaIhFf,Other university:,Q1,2,2
R_1IAbzCFeKjaKmES,MSU: Michigan State University,Q1,2,1
R_2VgqT15MGr6ZceV,MSU: Michigan State University,Q1,1,1
R_2WDxuJnEcHAIxa5,MSU: Michigan State University,Q1,2,0
R_AukmwHV3LOgMxPz,MSU: Michigan State University,Q1,1,0
R_1IFYaAfaO7HgXGy,MSU: Michigan State University,Q1,1,0
R_WAp3qSnJEwIL3jj,MSU: Michigan State University,Q1,2,0
R_2qwmmIi2QJ6ac27,MSU: Michigan State University,Q1,1,0
R_2w1C8HmOZyWVmcQ,MSU: Michigan State University,Q1,1,2
R_2wN7ydqJSmDpQSS,MSU: Michigan State University,Q1,1,2
R_1LTOBB7obycj85s,MSU: Michigan State University,Q1,2,1
R_vrwjqc6R1HKp9N7,MSU: Michigan State University,Q1,0,0
R_29ntWn1t9BetUOD,MSU: Michigan State University,Q1,1,0
R_yPguPTBgoCxEZ69,MSU: Michigan State University,Q1,1,0
R_1OrAyF09BsDFao5,MSU: Michigan State University,Q1,1,0
R_2Y4j6zrjBV5Pez0,MSU: Michigan State University,Q1,0,0
R_8vRtoHJGHG7Qy6R,MSU: Michigan State University,Q1,1,0
R_1g55hJQ6RlzLfxt,MSU: Michigan State University,Q1,2,2
R_3GwtZEiAA2FptKb,MSU: Michigan State University,Q1,1,0
R_11iT3oGRuKcnZLp,MSU: Michigan State University,Q1,0,0
R_2qaZMSiGytKJWGq,MSU: Michigan State University,Q1,2,2
R_31t42Bf2Flx3OAz,MSU: Michigan State University,Q1,1,1
R_50IJypRtNJY466R,MSU: Michigan State University,Q1,1,0
R_2zZK3R2EAYDzwcB,MSU: Michigan State University,Q1,0,0
R_1IlL9WQKWjJqyRN,MSU: Michigan State University,Q1,2,1
R_PY8b9raZgMaXKz7,MSU: Michigan State University,Q1,1,0
R_29PTWUsHTK9CHkt,MSU: Michigan State University,Q1,0,1
R_2zeeK1Zqd6vIz3M,MSU: Michigan State University,Q1,2,2
R_2whuDGp7upB0mvN,MSU: Michigan State University,Q1,1,0
R_3dS15TbKxnFYmVT,MSU: Michigan State University,Q1,1,1
R_2Y9PMBmrw0L0Sw2,MSU: Michigan State University,Q1,1,0
R_r1E5Xc0MjTWSW7n,MSU: Michigan State University,Q1,1,1
R_1RjA69kNovNAkzD,MSU: Michigan State University,Q1,2,1
R_cN27DPkNHBC56LL,MSU: Michigan State University,Q1,2,1
R_2wAlpvjjmd8K0eS,MSU: Michigan State University,Q1,2,1
R_6fhpRnLsB8wNdPX,MSU: Michigan State University,Q1,1,0
R_22PxzIwpRwfrFtJ,MSU: Michigan State University,Q1,0,0
R_XGKy5Z94UKaVVv3,MSU: Michigan State University,Q1,2,1
R_1OTbLE4jl1nBDpc,MSU: Michigan State University,Q1,2,1
R_28IDxZt44Axf1Tw,MSU: Michigan State University,Q1,1,0
R_8ppPRE9OhGGeHnj,MSU: Michigan State University,Q1,1,1
R_sjaZgbToUMFHrod,MSU: Michigan State University,Q1,0,0
R_1igmCniK7aDHt8m,MSU: Michigan State University,Q1,0,0
R_Xw9MBdAZhCsv8U9,MSU: Michigan State University,Q1,0,0
R_1LbM8b0DfIe2G6s,MSU: Michigan State University,Q1,1,1
R_1K0y5gWZIB3JxDh,MSU: Michigan State University,Q1,2,0
R_7QG0acT6uXxrP9L,MSU: Michigan State University,Q1,1,0
R_3plRBhu2ghjYrP3,MSU: Michigan State University,Q1,0,0
R_eRu7eQ8GMqvypz3,MSU: Michigan State University,Q1,1,0
R_T6MBSpviCVMOyFX,MSU: Michigan State University,Q1,0,0
R_33EIY6LRSaJHlNQ,MSU: Michigan State University,Q1,0,1
R_1IZ9Ja7Aufl2a3e,MSU: Michigan State University,Q1,0,0
R_3MDnChi737RGbzk,MSU: Michigan State University,Q1,1,1
R_269Lb9kCrqD0AWY,MSU: Michigan State University,Q1,1,0
R_29sTa52gLAebJlB,MSU: Michigan State University,Q1,2,2
R_2ZPsxd5X013XMws,MSU: Michigan State University,Q1,2,1
R_3enoAPZoupjTrVO,MSU: Michigan State University,Q1,0,0
R_2XpnbrNHXhg2CUZ,MSU: Michigan State University,Q1,1,0
R_3Wzh8PmxDQxJovT,MSU: Michigan State University,Q1,1,0
